Back to Basics,2006-08-15,Here to Stay,2006-08-15,4.1,http://cps-static.rovicorp.com/3/JPG_400/MI0001/985/MI0001985088.jpg?partner=allrovi.com,"Pop/Rock,R&B,",4.33
Back to Basics,2006-08-15,F.U.S.S.,2006-08-15,6.16,http://cps-static.rovicorp.com/3/JPG_400/MI0001/985/MI0001985088.jpg?partner=allrovi.com,"Pop/Rock,R&B,",4.03
Back to Basics,2006-08-15,Enter the Circus,2006-08-15,1.25,http://cps-static.rovicorp.com/3/JPG_400/MI0001/985/MI0001985088.jpg?partner=allrovi.com,"Pop/Rock,R&B,",3.46
Back to Basics,2006-08-15,Candyman,2006-08-15,5.75,http://cps-static.rovicorp.com/3/JPG_400/MI0001/985/MI0001985088.jpg?partner=allrovi.com,"Pop/Rock,R&B,",3.13
Back to Basics,2006-08-15,Back to Basics,2006-08-15,8.12,http://cps-static.rovicorp.com/3/JPG_400/MI0001/985/MI0001985088.jpg?partner=allrovi.com,"Pop/Rock,R&B,",3.56
Back to Basics,2006-08-15,Back in the Day,2006-08-15,6.16,http://cps-static.rovicorp.com/3/JPG_400/MI0001/985/MI0001985088.jpg?partner=allrovi.com,"Pop/Rock,R&B,",7.23
Back to Basics,2006-08-15,Ain't No Other Man,2006-08-15,2.83,http://cps-static.rovicorp.com/3/JPG_400/MI0001/985/MI0001985088.jpg?partner=allrovi.com,"Pop/Rock,R&B,",3.14
Believe Acoustic,2013-01-29,Yellow Raincoat [Album Version],2013-01-29,6.03,http://cps-static.rovicorp.com/3/JPG_400/MI0003/483/MI0003483473.jpg?partner=allrovi.com,"Pop/Rock,",3.35
Believe Acoustic,2013-01-29,Take You [Acoustic],2013-01-29,1.99,http://cps-static.rovicorp.com/3/JPG_400/MI0003/483/MI0003483473.jpg?partner=allrovi.com,"Pop/Rock,",3.07
Believe Acoustic,2013-01-29,She Don't Like the Lights [Acoustic],2013-01-29,4.59,http://cps-static.rovicorp.com/3/JPG_400/MI0003/483/MI0003483473.jpg?partner=allrovi.com,"Pop/Rock,",2.24
Believe Acoustic,2013-01-29,Nothing Like Us [Album Version],2013-01-29,4.38,http://cps-static.rovicorp.com/3/JPG_400/MI0003/483/MI0003483473.jpg?partner=allrovi.com,"Pop/Rock,",3.44
Believe Acoustic,2013-01-29,I Would [Album Version],2013-01-29,3.8,http://cps-static.rovicorp.com/3/JPG_400/MI0003/483/MI0003483473.jpg?partner=allrovi.com,"Pop/Rock,",2.59
Believe Acoustic,2013-01-29,Fall [Live],2013-01-29,8.57,http://cps-static.rovicorp.com/3/JPG_400/MI0003/483/MI0003483473.jpg?partner=allrovi.com,"Pop/Rock,",3.19
Believe Acoustic,2013-01-29,Boyfriend [Acoustic],2013-01-29,8.27,http://cps-static.rovicorp.com/3/JPG_400/MI0003/483/MI0003483473.jpg?partner=allrovi.com,"Pop/Rock,",2.36
Believe Acoustic,2013-01-29,Beauty and the Beat [Acoustic],2013-01-29,3.66,http://cps-static.rovicorp.com/3/JPG_400/MI0003/483/MI0003483473.jpg?partner=allrovi.com,"Pop/Rock,",3.3
Believe Acoustic,2013-01-29,Be Alright [Acoustic],2013-01-29,3.79,http://cps-static.rovicorp.com/3/JPG_400/MI0003/483/MI0003483473.jpg?partner=allrovi.com,"Pop/Rock,",3.4
Believe Acoustic,2013-01-29,As Long as You Love Me [Acoustic],2013-01-29,3.62,http://cps-static.rovicorp.com/3/JPG_400/MI0003/483/MI0003483473.jpg?partner=allrovi.com,"Pop/Rock,",3.41
Believe Acoustic,2013-01-29,All Around the World [Acoustic],2013-01-29,4.61,http://cps-static.rovicorp.com/3/JPG_400/MI0003/483/MI0003483473.jpg?partner=allrovi.com,"Pop/Rock,",3.47
Born This Way,2011-05-23,Yoí_ and I,2011-05-23,6.83,http://cps-static.rovicorp.com/3/JPG_400/MI0003/178/MI0003178069.jpg?partner=allrovi.com,Pop/Rock,3.45
Born This Way,2011-05-23,The Edge of Glory,2011-05-23,9.2,http://cps-static.rovicorp.com/3/JPG_400/MI0003/178/MI0003178069.jpg?partner=allrovi.com,Pop/Rock,5.21
Born This Way,2011-05-23,Scheiíôe,2011-05-23,6.33,http://cps-static.rovicorp.com/3/JPG_400/MI0003/178/MI0003178069.jpg?partner=allrovi.com,Pop/Rock,4.14
Born This Way,2011-05-23,Marry the Night,2011-05-23,7.23,http://cps-static.rovicorp.com/3/JPG_400/MI0003/444/MI0003444168.jpg?partner=allrovi.com,"Pop/Rock,",7.26
Born This Way,2011-05-23,Judas,2011-05-23,3.37,http://cps-static.rovicorp.com/3/JPG_400/MI0003/178/MI0003178069.jpg?partner=allrovi.com,Pop/Rock,4.04
Born This Way,2011-05-23,Highway Unicorn (Road to Love),2011-05-23,8.47,http://cps-static.rovicorp.com/3/JPG_400/MI0003/178/MI0003178069.jpg?partner=allrovi.com,Pop/Rock,4.15
Born This Way,2011-05-23,Heavy Metal Lover,2011-05-23,5.22,http://cps-static.rovicorp.com/3/JPG_400/MI0003/178/MI0003178069.jpg?partner=allrovi.com,Pop/Rock,4.09
Born This Way,2011-05-23,Hair,2011-05-23,6.3,http://cps-static.rovicorp.com/3/JPG_400/MI0003/178/MI0003178069.jpg?partner=allrovi.com,Pop/Rock,4.13
Born This Way,2011-05-23,Government Hooker,2011-05-23,3.51,http://cps-static.rovicorp.com/3/JPG_400/MI0003/178/MI0003178069.jpg?partner=allrovi.com,Pop/Rock,3.5
Born This Way,2011-05-23,Electric Chapel,2011-05-23,7.9,http://cps-static.rovicorp.com/3/JPG_400/MI0003/178/MI0003178069.jpg?partner=allrovi.com,Pop/Rock,4.24
Born This Way,2011-05-23,Born This Way,2011-05-23,3.68,http://cps-static.rovicorp.com/3/JPG_400/MI0003/178/MI0003178069.jpg?partner=allrovi.com,Pop/Rock,4.06
Born This Way,2011-05-23,Bloody Mary,2011-05-23,6.6,http://cps-static.rovicorp.com/3/JPG_400/MI0003/178/MI0003178069.jpg?partner=allrovi.com,Pop/Rock,5.08
Born This Way,2011-05-23,Bad Kids,2011-05-23,8.42,http://cps-static.rovicorp.com/3/JPG_400/MI0003/178/MI0003178069.jpg?partner=allrovi.com,Pop/Rock,4.12
Born This Way,2011-05-23,Americano,2011-05-23,1.48,http://cps-static.rovicorp.com/3/JPG_400/MI0003/178/MI0003178069.jpg?partner=allrovi.com,Pop/Rock,4.2
Celebration Day,2012-11-19,Whole Lotta Love,2012-11-19,7.25,http://cps-static.rovicorp.com/3/JPG_400/MI0003/444/MI0003444168.jpg?partner=allrovi.com,"Pop/Rock,",5.46
Celebration Day,2012-11-19,Trampled Under Foot,2012-11-19,9.4,http://cps-static.rovicorp.com/3/JPG_400/MI0003/444/MI0003444168.jpg?partner=allrovi.com,"Pop/Rock,",11.1
Celebration Day,2012-11-19,The Song Remains the Same,2012-11-19,1.99,http://cps-static.rovicorp.com/3/JPG_400/MI0003/444/MI0003444168.jpg?partner=allrovi.com,"Pop/Rock,",4.34
Celebration Day,2012-11-19,Stairway to Heaven,2012-11-19,2.86,http://cps-static.rovicorp.com/3/JPG_400/MI0003/444/MI0003444168.jpg?partner=allrovi.com,"Pop/Rock,",5.44
Celebration Day,2012-11-19,Since I've Been Loving You,2012-11-19,8.25,http://cps-static.rovicorp.com/3/JPG_400/MI0003/444/MI0003444168.jpg?partner=allrovi.com,"Pop/Rock,",9.21
Celebration Day,2012-11-19,Rock and Roll,2012-11-19,8.56,http://cps-static.rovicorp.com/3/JPG_400/MI0003/444/MI0003444168.jpg?partner=allrovi.com,"Pop/Rock,",6.19
Celebration Day,2012-11-19,Ramble On,2012-11-19,9.66,http://cps-static.rovicorp.com/3/JPG_400/MI0003/444/MI0003444168.jpg?partner=allrovi.com,"Pop/Rock,",5.53
Celebration Day,2012-11-19,Nobody's Fault But Mine,2012-11-19,4.05,http://cps-static.rovicorp.com/3/JPG_400/MI0003/444/MI0003444168.jpg?partner=allrovi.com,"Pop/Rock,",9.06
Celebration Day,2012-11-19,No Quarter,2012-11-19,1.15,http://cps-static.rovicorp.com/3/JPG_400/MI0003/444/MI0003444168.jpg?partner=allrovi.com,"Pop/Rock,",5.08
Celebration Day,2012-11-19,Misty Mountain Hop,2012-11-19,9.9,http://cps-static.rovicorp.com/3/JPG_400/MI0003/444/MI0003444168.jpg?partner=allrovi.com,"Pop/Rock,",7.52
Celebration Day,2012-11-19,Kashmir,2012-11-19,2.57,http://cps-static.rovicorp.com/3/JPG_400/MI0003/444/MI0003444168.jpg?partner=allrovi.com,"Pop/Rock,",8.49
Celebration Day,2012-11-19,In My Time of Dying,2012-11-19,9.93,http://cps-static.rovicorp.com/3/JPG_400/MI0003/444/MI0003444168.jpg?partner=allrovi.com,"Pop/Rock,",6.4
Celebration Day,2012-11-19,Good Times Bad Times,2012-11-19,9.87,http://cps-static.rovicorp.com/3/JPG_400/MI0003/178/MI0003178069.jpg?partner=allrovi.com,Pop/Rock,5.07
Celebration Day,2012-11-19,For Your Life,2012-11-19,5.93,http://cps-static.rovicorp.com/3/JPG_400/MI0003/444/MI0003444168.jpg?partner=allrovi.com,"Pop/Rock,",3.11
Celebration Day,2012-11-19,Dazed and Confused,2012-11-19,4.68,http://cps-static.rovicorp.com/3/JPG_400/MI0003/444/MI0003444168.jpg?partner=allrovi.com,"Pop/Rock,",6.43
Celebration Day,2012-11-19,Black Dog,2012-11-19,3.33,http://cps-static.rovicorp.com/3/JPG_400/MI0003/444/MI0003444168.jpg?partner=allrovi.com,"Pop/Rock,",11.44
Come Away with Me,2002-02-26,Turn Me On,2002-02-26,8.75,http://cps-static.rovicorp.com/3/JPG_400/MI0001/555/MI0001555072.jpg?partner=allrovi.com,"Pop/Rock,Jazz,Vocal,",4.12
Come Away with Me,2002-02-26,The Nearness of You,2002-02-26,3.12,http://cps-static.rovicorp.com/3/JPG_400/MI0001/555/MI0001555072.jpg?partner=allrovi.com,"Pop/Rock,Jazz,Vocal,",2.34
Come Away with Me,2002-02-26,The Long Day Is Over,2002-02-26,9.38,http://cps-static.rovicorp.com/3/JPG_400/MI0001/555/MI0001555072.jpg?partner=allrovi.com,"Pop/Rock,Jazz,Vocal,",3.07
Come Away with Me,2002-02-26,Shoot the Moon,2002-02-26,8.91,http://cps-static.rovicorp.com/3/JPG_400/MI0001/555/MI0001555072.jpg?partner=allrovi.com,"Pop/Rock,Jazz,Vocal,",3.06
Come Away with Me,2002-02-26,Seven Years,2002-02-26,2.96,http://cps-static.rovicorp.com/3/JPG_400/MI0001/555/MI0001555072.jpg?partner=allrovi.com,"Pop/Rock,Jazz,Vocal,",3.18
Come Away with Me,2002-02-26,Painter Song,2002-02-26,4.36,http://cps-static.rovicorp.com/3/JPG_400/MI0001/555/MI0001555072.jpg?partner=allrovi.com,"Pop/Rock,Jazz,Vocal,",2.25
Come Away with Me,2002-02-26,One Flight Down,2002-02-26,5.02,http://cps-static.rovicorp.com/3/JPG_400/MI0001/555/MI0001555072.jpg?partner=allrovi.com,"Pop/Rock,Jazz,Vocal,",3.56
Come Away with Me,2002-02-26,Nightingale,2002-02-26,6.27,http://cps-static.rovicorp.com/3/JPG_400/MI0001/555/MI0001555072.jpg?partner=allrovi.com,"Pop/Rock,Jazz,Vocal,",2.44
Come Away with Me,2002-02-26,Lonestar,2002-02-26,4.51,http://cps-static.rovicorp.com/3/JPG_400/MI0001/555/MI0001555072.jpg?partner=allrovi.com,"Pop/Rock,Jazz,Vocal,",3.05
Come Away with Me,2002-02-26,I've Got to See You Again,2002-02-26,4.37,http://cps-static.rovicorp.com/3/JPG_400/MI0001/555/MI0001555072.jpg?partner=allrovi.com,"Pop/Rock,Jazz,Vocal,",2.42
Come Away with Me,2002-02-26,Feelin' the Same Way,2002-02-26,7.94,http://cps-static.rovicorp.com/3/JPG_400/MI0001/555/MI0001555072.jpg?partner=allrovi.com,"Pop/Rock,Jazz,Vocal,",2.57
Come Away with Me,2002-02-26,Don't Know Why,2002-02-26,3.91,http://cps-static.rovicorp.com/3/JPG_400/MI0001/555/MI0001555072.jpg?partner=allrovi.com,"Pop/Rock,Jazz,Vocal,",3.38
Come Away with Me,2002-02-26,Come Away With Me,2002-02-26,6.49,http://cps-static.rovicorp.com/3/JPG_400/MI0001/555/MI0001555072.jpg?partner=allrovi.com,"Pop/Rock,Jazz,Vocal,",4.13
Come Away with Me,2002-02-26,"Cold, Cold Heart",2002-02-26,9.07,http://cps-static.rovicorp.com/3/JPG_400/MI0001/555/MI0001555072.jpg?partner=allrovi.com,"Pop/Rock,Jazz,Vocal,",3.06
Cookin' in Mobile,2010-06-28,Twenty [Video],2010-06-28,1.73,http://cps-static.rovicorp.com/3/JPG_400/MI0003/161/MI0003161609.jpg?partner=allrovi.com,"Blues,",7.03
Cookin' in Mobile,2010-06-28,Twenty,2010-06-28,6.87,http://cps-static.rovicorp.com/3/JPG_400/MI0000/836/MI0000836639.jpg?partner=allrovi.com,"Country,Pop/Rock,",3.46
Cookin' in Mobile,2010-06-28,Time Makes Two,2010-06-28,3.21,http://cps-static.rovicorp.com/3/JPG_400/MI0000/836/MI0000836639.jpg?partner=allrovi.com,"Country,Pop/Rock,",4.02
Cookin' in Mobile,2010-06-28,Time Make Two,2010-06-28,9.64,http://cps-static.rovicorp.com/3/JPG_400/MI0003/161/MI0003161609.jpg?partner=allrovi.com,"Blues,",10.03
Cookin' in Mobile,2010-06-28,That's What Keeps Me Rockin',2010-06-28,2.03,http://cps-static.rovicorp.com/3/JPG_400/MI0003/161/MI0003161609.jpg?partner=allrovi.com,"Blues,",11.03
Cookin' in Mobile,2010-06-28,Smoking Gun,2010-06-28,3.04,http://cps-static.rovicorp.com/3/JPG_400/MI0003/667/MI0003667726.jpg?partner=allrovi.com,Electronic,3.47
Cookin' in Mobile,2010-06-28,Sitting on Top of the World,2010-06-28,2.17,http://cps-static.rovicorp.com/3/JPG_400/MI0003/161/MI0003161609.jpg?partner=allrovi.com,"Blues,",19.03
Cookin' in Mobile,2010-06-28,Right Next Door,2010-06-28,2.97,http://cps-static.rovicorp.com/3/JPG_400/MI0003/161/MI0003161609.jpg?partner=allrovi.com,"Blues,",17.03
Cookin' in Mobile,2010-06-28,Photo Gallery,2010-06-28,5.32,http://cps-static.rovicorp.com/3/JPG_400/MI0003/161/MI0003161609.jpg?partner=allrovi.com,"Blues,",16.03
Cookin' in Mobile,2010-06-28,Phone Booth,2010-06-28,4.41,http://cps-static.rovicorp.com/3/JPG_400/MI0000/836/MI0000836639.jpg?partner=allrovi.com,"Country,Pop/Rock,",4.55
Cookin' in Mobile,2010-06-28,Our Last Time,2010-06-28,4.07,http://cps-static.rovicorp.com/3/JPG_400/MI0003/161/MI0003161609.jpg?partner=allrovi.com,"Blues,",6.02
Cookin' in Mobile,2010-06-28,One in the Middle,2010-06-28,4.11,http://cps-static.rovicorp.com/3/JPG_400/MI0003/161/MI0003161609.jpg?partner=allrovi.com,"Blues,",21.03
Cookin' in Mobile,2010-06-28,Love 2009,2010-06-28,2.85,http://cps-static.rovicorp.com/3/JPG_400/MI0003/161/MI0003161609.jpg?partner=allrovi.com,"Blues,",6.48
Cookin' in Mobile,2010-06-28,Lotta Lovinäó»,2010-06-28,9.31,http://cps-static.rovicorp.com/3/JPG_400/MI0003/161/MI0003161609.jpg?partner=allrovi.com,"Blues,",12.03
Cookin' in Mobile,2010-06-28,Lotta Lovin',2010-06-28,1.4,http://cps-static.rovicorp.com/3/JPG_400/MI0003/161/MI0003161609.jpg?partner=allrovi.com,"Blues,",6.44
Cookin' in Mobile,2010-06-28,Live at the Saenger Theater,2010-06-28,5.34,http://cps-static.rovicorp.com/3/JPG_400/MI0003/161/MI0003161609.jpg?partner=allrovi.com,"Blues,",6.34
Cookin' in Mobile,2010-06-28,I Can't Fail,2010-06-28,3.08,http://cps-static.rovicorp.com/3/JPG_400/MI0000/836/MI0000836639.jpg?partner=allrovi.com,"Country,Pop/Rock,",7.12
Cookin' in Mobile,2010-06-28,Chicken in the Kitchen,2010-06-28,6.71,http://cps-static.rovicorp.com/3/JPG_400/MI0003/161/MI0003161609.jpg?partner=allrovi.com,"Blues,",8.03
Cookin' in Mobile,2010-06-28,Behind the Scenes,2010-06-28,6.58,http://cps-static.rovicorp.com/3/JPG_400/MI0003/161/MI0003161609.jpg?partner=allrovi.com,"Blues,",13.03
Cookin' in Mobile,2010-06-28,Anytime,2010-06-28,4.69,http://cps-static.rovicorp.com/3/JPG_400/MI0003/161/MI0003161609.jpg?partner=allrovi.com,"Blues,",9.03
Do What U Want,2013-10-22,Do What U Want,2013-10-22,5.74,http://cps-static.rovicorp.com/3/JPG_400/MI0000/836/MI0000836639.jpg?partner=allrovi.com,"Country,Pop/Rock,",4.16
Fearless,2008-11-11,You're Not Sorry,2008-11-11,1.55,http://cps-static.rovicorp.com/3/JPG_400/MI0001/969/MI0001969769.jpg?partner=allrovi.com,"Latin,",4.25
Fearless,2008-11-11,You Belong With Me,2008-11-11,6.23,http://cps-static.rovicorp.com/3/JPG_400/MI0000/836/MI0000836639.jpg?partner=allrovi.com,"Country,Pop/Rock,",3.52
Fearless,2008-11-11,White Horse,2008-11-11,3.43,http://cps-static.rovicorp.com/3/JPG_400/MI0000/836/MI0000836639.jpg?partner=allrovi.com,"Country,Pop/Rock,",3.55
Fearless,2008-11-11,The Way I Loved You,2008-11-11,3.43,http://cps-static.rovicorp.com/3/JPG_400/MI0001/969/MI0001969769.jpg?partner=allrovi.com,"Latin,",4.24
Fearless,2008-11-11,The Best Day,2008-11-11,1.5,http://cps-static.rovicorp.com/3/JPG_400/MI0001/969/MI0001969769.jpg?partner=allrovi.com,"Latin,",3.2
Fearless,2008-11-11,Tell Me Why,2008-11-11,2.4,http://cps-static.rovicorp.com/3/JPG_400/MI0001/969/MI0001969769.jpg?partner=allrovi.com,"Latin,",2.55
Fearless,2008-11-11,Love Story,2008-11-11,5.41,http://cps-static.rovicorp.com/3/JPG_400/MI0001/969/MI0001969769.jpg?partner=allrovi.com,"Latin,",3.42
Fearless,2008-11-11,Hey Stephen,2008-11-11,2,http://cps-static.rovicorp.com/3/JPG_400/MI0000/836/MI0000836639.jpg?partner=allrovi.com,"Country,Pop/Rock,",4.05
Fearless,2008-11-11,Forever & Always,2008-11-11,4.51,http://cps-static.rovicorp.com/3/JPG_400/MI0001/969/MI0001969769.jpg?partner=allrovi.com,"Latin,",3.1
Fearless,2008-11-11,Fifteen,2008-11-11,1.71,http://cps-static.rovicorp.com/3/JPG_400/MI0000/836/MI0000836639.jpg?partner=allrovi.com,"Country,Pop/Rock,",3.21
Fearless,2008-11-11,Fearless,2008-11-11,9.55,http://cps-static.rovicorp.com/3/JPG_400/MI0000/836/MI0000836639.jpg?partner=allrovi.com,"Country,Pop/Rock,",8.12
Fearless,2008-11-11,Change,2008-11-11,3.19,http://cps-static.rovicorp.com/3/JPG_400/MI0001/969/MI0001969769.jpg?partner=allrovi.com,"Latin,",3.35
Fearless,2008-11-11,Breathe,2008-11-11,9.06,http://cps-static.rovicorp.com/3/JPG_400/MI0000/836/MI0000836639.jpg?partner=allrovi.com,"Country,Pop/Rock,",4.23
"Fijacií_n Oral, Vol. 1",2005-06-07,Obtener un Sí_,2005-06-07,7.29,http://cps-static.rovicorp.com/3/JPG_400/MI0003/686/MI0003686408.jpg?partner=allrovi.com,"Reggae,",3.2
"Fijacií_n Oral, Vol. 1",2005-06-07,No,2005-06-07,1.84,http://cps-static.rovicorp.com/3/JPG_400/MI0003/686/MI0003686408.jpg?partner=allrovi.com,"Reggae,",3.07
"Fijacií_n Oral, Vol. 1",2005-06-07,Lo Imprescindible,2005-06-07,5.49,http://cps-static.rovicorp.com/3/JPG_400/MI0003/686/MI0003686408.jpg?partner=allrovi.com,"Reggae,",3.23
"Fijacií_n Oral, Vol. 1",2005-06-07,Las de La Intuicií_n,2005-06-07,1.66,http://cps-static.rovicorp.com/3/JPG_400/MI0003/686/MI0003686408.jpg?partner=allrovi.com,"Reggae,",3.48
"Fijacií_n Oral, Vol. 1",2005-06-07,La Tortura,2005-06-07,9.81,http://cps-static.rovicorp.com/3/JPG_400/MI0001/969/MI0001969769.jpg?partner=allrovi.com,"Latin,",3.21
"Fijacií_n Oral, Vol. 1",2005-06-07,La Pared,2005-06-07,4.28,http://cps-static.rovicorp.com/3/JPG_400/MI0001/969/MI0001969769.jpg?partner=allrovi.com,"Latin,",4.47
"Fijacií_n Oral, Vol. 1",2005-06-07,Escondite Inglí©s,2005-06-07,5.57,http://cps-static.rovicorp.com/3/JPG_400/MI0003/686/MI0003686408.jpg?partner=allrovi.com,"Reggae,",4.22
"Fijacií_n Oral, Vol. 1",2005-06-07,En Tus Pupilas,2005-06-07,5.27,http://cps-static.rovicorp.com/3/JPG_400/MI0001/969/MI0001969769.jpg?partner=allrovi.com,"Latin,",3.58
"Fijacií_n Oral, Vol. 1",2005-06-07,Dia Especial,2005-06-07,4.74,http://cps-static.rovicorp.com/3/JPG_400/MI0003/686/MI0003686408.jpg?partner=allrovi.com,"Reggae,",3.48
"Fijacií_n Oral, Vol. 1",2005-06-07,Dia de Enero,2005-06-07,4.66,http://cps-static.rovicorp.com/3/JPG_400/MI0003/686/MI0003686408.jpg?partner=allrovi.com,"Reggae,",3.46
Full Frequency,2014-02-17,Wickedest Style,2014-02-17,9.14,http://cps-static.rovicorp.com/3/JPG_400/MI0000/728/MI0000728878.jpg?partner=allrovi.com,"Pop/Rock,",5.45
Full Frequency,2014-02-17,Want Dem All,2014-02-17,8.72,http://cps-static.rovicorp.com/3/JPG_400/MI0003/686/MI0003686408.jpg?partner=allrovi.com,"Reggae,",3.18
Full Frequency,2014-02-17,Turn It Up,2014-02-17,7.52,http://cps-static.rovicorp.com/3/JPG_400/MI0000/728/MI0000728878.jpg?partner=allrovi.com,"Pop/Rock,",4.02
